売上日,売上金額
2030-08-29,92014
2030-08-30,111918
2030-08-31,57120
2030-09-01,460908
2030-09-02,278640
2030-09-03,26320
2030-09-04,303030
2030-09-05,49348
2030-09-06,9159
2030-09-07,44220
2030-09-08,73600
2030-09-09,183942
2030-09-10,202816
2030-09-11,406812
2030-09-12,152670
2030-09-13,10536
2030-09-14,131072
2030-09-15,189728
2030-09-16,124230
2030-09-17,338100
2030-09-18,71097
2030-09-19,178888
2030-09-20,147915
2030-09-21,174344
2030-09-22,279168
2030-09-23,310288
2030-09-24,429603
2030-09-25,158000
2030-09-26,167388
2030-09-27,196308
2030-09-28,52624
2030-09-29,275809
2030-09-30,161808
2030-10-01,224400
2030-10-02,142013
2030-10-03,455798
2030-10-04,132430
2030-10-05,384369
2030-10-06,246140
2030-10-07,44730
2030-10-08,173784
2030-10-09,49296
2030-10-10,69335
2030-10-11,56392
2030-10-12,351715
2030-10-13,116518
2030-10-14,258628
2030-10-15,265050
2030-10-16,389520
2030-10-17,241542
2030-10-18,221568
2030-10-19,225144
2030-10-20,361900
2030-10-21,223863
2030-10-22,236925
2030-10-23,134820
2030-10-24,228072
2030-10-25,38310
2030-10-26,54400
2030-10-27,267282
2030-10-28,80928
2030-10-29,115704
2030-10-30,269696
2030-10-31,125440
2030-11-01,44640
2030-11-02,168150
2030-11-03,274762
2030-11-04,250044
2030-11-05,274604
2030-11-06,11472
2030-11-07,5190
2030-11-08,247500
2030-11-09,61278
2030-11-10,69600
2030-11-11,10683
2030-11-12,306085
2030-11-13,190650
2030-11-14,191296
2030-11-15,142852
2030-11-16,268807
2030-11-17,297987
2030-11-18,262504
2030-11-19,108353
2030-11-20,69667
2030-11-21,81489
2030-11-22,245124
2030-11-23,22352
2030-11-24,58406
2030-11-25,83900
2030-11-26,229460
2030-11-27,142792
2030-11-28,207100
2030-11-29,130364
2030-11-30,164010
2030-12-01,372600
2030-12-02,12104
2030-12-03,155800
2030-12-04,318305
2030-12-05,363866
2030-12-06,237708
2030-12-07,38616
2030-12-08,201528
2030-12-09,92499
2030-12-10,4987
2030-12-11,112560
2030-12-12,415245
2030-12-13,37470
2030-12-14,131137
2030-12-15,203757
2030-12-16,34200
2030-12-17,13280
2030-12-18,147408
2030-12-19,332595
2030-12-20,174018
2030-12-21,247140
2030-12-22,62195
2030-12-23,219512
2030-12-24,64134
2030-12-25,309987
2030-12-26,67232
2030-12-27,224400
2030-12-28,308052
2030-12-29,83380
2030-12-30,109200
2030-12-31,280166
2031-01-01,143809
2031-01-02,31671
2031-01-03,78144
2031-01-04,63669
2031-01-05,35475
2031-01-06,138744
2031-01-07,257803
2031-01-08,263948
2031-01-09,66474
2031-01-10,30840
2031-01-11,367740
2031-01-12,359744
2031-01-13,29223
2031-01-14,80255
2031-01-15,365025
2031-01-16,128310
2031-01-17,2135
2031-01-18,125334
2031-01-19,18645
2031-01-20,243660
2031-01-21,132858
2031-01-22,121110
2031-01-23,196248
2031-01-24,414545
2031-01-25,188906
2031-01-26,17308
2031-01-27,36768
2031-01-28,22980
2031-01-29,7996
2031-01-30,397248
2031-01-31,87285
2031-02-01,331338
2031-02-02,49428
2031-02-03,286950
2031-02-04,88500
2031-02-05,36231
2031-02-06,316106
2031-02-07,20298
2031-02-08,21200
2031-02-09,101184
2031-02-10,192066
2031-02-11,104458
2031-02-12,42285
2031-02-13,268704
2031-02-14,202048
2031-02-15,83748
2031-02-16,12558
2031-02-17,154960
2031-02-18,49413
2031-02-19,325945
2031-02-20,204655
2031-02-21,100412
2031-02-22,180576
2031-02-23,136686
2031-02-24,147030
2031-02-25,254220
2031-02-26,93449
2031-02-27,103816
2031-02-28,313520
2031-03-01,84105
2031-03-02,87192
2031-03-03,63798
2031-03-04,87360
2031-03-05,135744
2031-03-06,119025
2031-03-07,71380
2031-03-08,66960
2031-03-09,137919
2031-03-10,181632
2031-03-11,318872
2031-03-12,321555
2031-03-13,261063
2031-03-14,15336
2031-03-15,62009
2031-03-16,202748
2031-03-17,164873
2031-03-18,457452
2031-03-19,3090
2031-03-20,297364
2031-03-21,306229
2031-03-22,330570
2031-03-23,63200
2031-03-24,9060
2031-03-25,143712
2031-03-26,169539
2031-03-27,220480
2031-03-28,14504
2031-03-29,205776
2031-03-30,47600
2031-03-31,62245
2031-04-01,126315
2031-04-02,68220
2031-04-03,382382
2031-04-04,46494
2031-04-05,252418
2031-04-06,35765
2031-04-07,124735
2031-04-08,76804
2031-04-09,10840
2031-04-10,371220
2031-04-11,161152
2031-04-12,67599
2031-04-13,33371
2031-04-14,100775
2031-04-15,162702
2031-04-16,35640
2031-04-17,194922
2031-04-18,219994
2031-04-19,179193
2031-04-20,139832
2031-04-21,249728
2031-04-22,101640
2031-04-23,103244
2031-04-24,91161
2031-04-25,374440
2031-04-26,377110
2031-04-27,76860
2031-04-28,8687
2031-04-29,242760
2031-04-30,109615
2031-05-01,141759
2031-05-02,49932
2031-05-03,59104
2031-05-04,68550
2031-05-05,280302
2031-05-06,99000
2031-05-07,28210
2031-05-08,57720
2031-05-09,335133
2031-05-10,119062
2031-05-11,53508
2031-05-12,62658
2031-05-13,187264
2031-05-14,119988
2031-05-15,338723
2031-05-16,322794
2031-05-17,58734
2031-05-18,166950
2031-05-19,144607
2031-05-20,248339
2031-05-21,237690
2031-05-22,72800
2031-05-23,204000
2031-05-24,3200
2031-05-25,93942
2031-05-26,213007
2031-05-27,204700
2031-05-28,376650
2031-05-29,29610
2031-05-30,263840
2031-05-31,256872
2031-06-01,55896
2031-06-02,116568
2031-06-03,95880
2031-06-04,17080
2031-06-05,211312
2031-06-06,98838
2031-06-07,8274
2031-06-08,229418
2031-06-09,97527
2031-06-10,183876
2031-06-11,76789
2031-06-12,60501
2031-06-13,197606
2031-06-14,124653
2031-06-15,64368
2031-06-16,89529
2031-06-17,60438
2031-06-18,71079
2031-06-19,254944
2031-06-20,49780
2031-06-21,79287
2031-06-22,119954
2031-06-23,148830
2031-06-24,73220
2031-06-25,133882
2031-06-26,145593
2031-06-27,80496
2031-06-28,43550
2031-06-29,44580
2031-06-30,80676
2031-07-01,114500
2031-07-02,204852
2031-07-03,77024
2031-07-04,187304
2031-07-05,320320
2031-07-06,66990
2031-07-07,110979
2031-07-08,44422
2031-07-09,266190
2031-07-10,192417
2031-07-11,46850
2031-07-12,212940
2031-07-13,212168
2031-07-14,266266
2031-07-15,92085
2031-07-16,293832
2031-07-17,87033
2031-07-18,75769
2031-07-19,240028
2031-07-20,194886
2031-07-21,147870
2031-07-22,179136
2031-07-23,184186
2031-07-24,127920
2031-07-25,13585
2031-07-26,102235
2031-07-27,90015
2031-07-28,69720
2031-07-29,73377
2031-07-30,61325
2031-07-31,94230
2031-08-01,165594
2031-08-02,298178
2031-08-03,216600
2031-08-04,228340
2031-08-05,185820
2031-08-06,82300
2031-08-07,118272
2031-08-08,50460
2031-08-09,4444
2031-08-10,196776
2031-08-11,225935
2031-08-12,11965
2031-08-13,81510
2031-08-14,257244
2031-08-15,410040
2031-08-16,125010
2031-08-17,85956
2031-08-18,267180
2031-08-19,31848
2031-08-20,229600
2031-08-21,82212
2031-08-22,164208
2031-08-23,77091
2031-08-24,139635
2031-08-25,173812
2031-08-26,200504
2031-08-27,99190
2031-08-28,309058
2031-08-29,197316
2031-08-30,334110
2031-08-31,262700
2031-09-01,124687
2031-09-02,5162
2031-09-03,8490
2031-09-04,229680
2031-09-05,96663
2031-09-06,231975
2031-09-07,21120
2031-09-08,17515
2031-09-09,134044
2031-09-10,98560
2031-09-11,187880
2031-09-12,134528
2031-09-13,210386
2031-09-14,41463
2031-09-15,120575
2031-09-16,67988
2031-09-17,51026
2031-09-18,21060
2031-09-19,51732
2031-09-20,217415
2031-09-21,246562
2031-09-22,305412
2031-09-23,90310
2031-09-24,61752
2031-09-25,16602
2031-09-26,224037
2031-09-27,303226
2031-09-28,51245
2031-09-29,442442
2031-09-30,102648
2031-10-01,418352
2031-10-02,126697
2031-10-03,112050
2031-10-04,9390
2031-10-05,136908
2031-10-06,111540
2031-10-07,28918
2031-10-08,66690
2031-10-09,88884
2031-10-10,150863
2031-10-11,161534
2031-10-12,79480
2031-10-13,327852
2031-10-14,315000
2031-10-15,5580
2031-10-16,38970
2031-10-17,270560
2031-10-18,204766
2031-10-19,7578
2031-10-20,26685
2031-10-21,106713
2031-10-22,148441
2031-10-23,16877
2031-10-24,177225
2031-10-25,80784
2031-10-26,412984
2031-10-27,271216
2031-10-28,91437
2031-10-29,143411
2031-10-30,74461
2031-10-31,278640
2031-11-01,212562
2031-11-02,192759
2031-11-03,276524
2031-11-04,411854
2031-11-05,48456
2031-11-06,207186
2031-11-07,232320
2031-11-08,199784
2031-11-09,45150
2031-11-10,310416
2031-11-11,178110
2031-11-12,350064
2031-11-13,138751
2031-11-14,57112
2031-11-15,40224
2031-11-16,310232
2031-11-17,61488
2031-11-18,66134
2031-11-19,184410
2031-11-20,265004
2031-11-21,220792
2031-11-22,27018
2031-11-23,129260
2031-11-24,49320
2031-11-25,67694
2031-11-26,133000
2031-11-27,180000
2031-11-28,237652
2031-11-29,263128
2031-11-30,167112
2031-12-01,141190
2031-12-02,47572
2031-12-03,22710
2031-12-04,4100
2031-12-05,327697
2031-12-06,302610
2031-12-07,40581
2031-12-08,316480
2031-12-09,372606
2031-12-10,174515
2031-12-11,61226
2031-12-12,84219
2031-12-13,124391
2031-12-14,233162
2031-12-15,121245
2031-12-16,223020
2031-12-17,54730
2031-12-18,31141
2031-12-19,108633
2031-12-20,97796
2031-12-21,139104
2031-12-22,25080
2031-12-23,22780
2031-12-24,89934
2031-12-25,234186
2031-12-26,323424
2031-12-27,114408
2031-12-28,54464
2031-12-29,17888
2031-12-30,67032
2031-12-31,367536
2032-01-01,83198
2032-01-02,85074
2032-01-03,83950
2032-01-04,302728
2032-01-05,202376
2032-01-06,50790
2032-01-07,63776
2032-01-08,349790
2032-01-09,10866
2032-01-10,160749
2032-01-11,109800
2032-01-12,141184
2032-01-13,250866
2032-01-14,96900
2032-01-15,64090
2032-01-16,70875
2032-01-17,140712
2032-01-18,145650
2032-01-19,126945
2032-01-20,52606
2032-01-21,26541
2032-01-22,302037
2032-01-23,45452
2032-01-24,350960
2032-01-25,58956
2032-01-26,203721
2032-01-27,122786
2032-01-28,190245
2032-01-29,54171
2032-01-30,158262
2032-01-31,12087
2032-02-01,199088
2032-02-02,105560
2032-02-03,69636
2032-02-04,276640
2032-02-05,203401
2032-02-06,83578
2032-02-07,30816
2032-02-08,108978
2032-02-09,126750
2032-02-10,286704
2032-02-11,154628
2032-02-12,104272
2032-02-13,180180
2032-02-14,38620
2032-02-15,106849
2032-02-16,144620
2032-02-17,227416
2032-02-18,182134
2032-02-19,147456
2032-02-20,259110
2032-02-21,106216
2032-02-22,76314
2032-02-23,112320
2032-02-24,23076
2032-02-25,68978
2032-02-26,67310
2032-02-27,51472
2032-02-28,68943
2032-02-29,44720
2032-03-01,75157
2032-03-02,119964
2032-03-03,155759
2032-03-04,62604
2032-03-05,132384
2032-03-06,26367
2032-03-07,201810
2032-03-08,78964
2032-03-09,424697
2032-03-10,135024
2032-03-11,210364
2032-03-12,83271
2032-03-13,263900
2032-03-14,334350
2032-03-15,412704
2032-03-16,257872
2032-03-17,124488
2032-03-18,122928
2032-03-19,233174
2032-03-20,248819
2032-03-21,346752
2032-03-22,93820
2032-03-23,13260
2032-03-24,18200
2032-03-25,48328
2032-03-26,121784
2032-03-27,109620
2032-03-28,147040
2032-03-29,66726
2032-03-30,286825
2032-03-31,103225
2032-04-01,101472
2032-04-02,185564
2032-04-03,245259
2032-04-04,196900
2032-04-05,80808
2032-04-06,223314
2032-04-07,41678
2032-04-08,240045
2032-04-09,237545
2032-04-10,59260
2032-04-11,228760
2032-04-12,319048
2032-04-13,125599
2032-04-14,255670
2032-04-15,144440
2032-04-16,71280
2032-04-17,187320
2032-04-18,191000
2032-04-19,225085
2032-04-20,192624
2032-04-21,63225
2032-04-22,34128
2032-04-23,169136
2032-04-24,338112
2032-04-25,161436
2032-04-26,253814
2032-04-27,134860
2032-04-28,24323
2032-04-29,9732
2032-04-30,82574
2032-05-01,37332
2032-05-02,193446
2032-05-03,298290
2032-05-04,61149
2032-05-05,3876
2032-05-06,289856
2032-05-07,105072
2032-05-08,112224
2032-05-09,9450
2032-05-10,223839
2032-05-11,159880
2032-05-12,193749
2032-05-13,150605
2032-05-14,104544
2032-05-15,223860
2032-05-16,44548
2032-05-17,384183
2032-05-18,52020
2032-05-19,198075
2032-05-20,10730
2032-05-21,32808
2032-05-22,393480
2032-05-23,396704
2032-05-24,229356
2032-05-25,48081
2032-05-26,171840
2032-05-27,253656
2032-05-28,103660
2032-05-29,32870
2032-05-30,50235
2032-05-31,280071
2032-06-01,29760
2032-06-02,13632
2032-06-03,223256
2032-06-04,5422
2032-06-05,84420
2032-06-06,203682
2032-06-07,144288
2032-06-08,110754
2032-06-09,382998
2032-06-10,144564
2032-06-11,55650
2032-06-12,147245
2032-06-13,267177
2032-06-14,267996
2032-06-15,159460
2032-06-16,11421
2032-06-17,103408
2032-06-18,15730
2032-06-19,94500
2032-06-20,19446
2032-06-21,64866
2032-06-22,26080
2032-06-23,330296
2032-06-24,224928
2032-06-25,22458
2032-06-26,108346
2032-06-27,357949
2032-06-28,132624
2032-06-29,18333
2032-06-30,89498
2032-07-01,370266
2032-07-02,121150
2032-07-03,255072
2032-07-04,65072
2032-07-05,246820
2032-07-06,270920
2032-07-07,310391
2032-07-08,160053
2032-07-09,146619
2032-07-10,121080
2032-07-11,189618
2032-07-12,125056
2032-07-13,192124
2032-07-14,76500
2032-07-15,128000
2032-07-16,50725
2032-07-17,74768
2032-07-18,187590
2032-07-19,98520
2032-07-20,117646
2032-07-21,176688
2032-07-22,165508
2032-07-23,364644
2032-07-24,191183
2032-07-25,200298
2032-07-26,109892
2032-07-27,271605
2032-07-28,81811
2032-07-29,128216
2032-07-30,246013
2032-07-31,61530
2032-08-01,138282
2032-08-02,298566
2032-08-03,281397
2032-08-04,162770
2032-08-05,77112
2032-08-06,73590
2032-08-07,243180
2032-08-08,286176
2032-08-09,102528
2032-08-10,271284
2032-08-11,40803
2032-08-12,127008
2032-08-13,343064
2032-08-14,102186
2032-08-15,93392
2032-08-16,312224
2032-08-17,92548
2032-08-18,69510
2032-08-19,99066
2032-08-20,154440
2032-08-21,37296
2032-08-22,95337
2032-08-23,183491
2032-08-24,288600
2032-08-25,233337
2032-08-26,166923
2032-08-27,220450
2032-08-28,112550
2032-08-29,172992
2032-08-30,103075
2032-08-31,128070
2032-09-01,333684
2032-09-02,132978
2032-09-03,127719
2032-09-04,65464
2032-09-05,38418
2032-09-06,253796
2032-09-07,189051
2032-09-08,205296
2032-09-09,322733
2032-09-10,217120
2032-09-11,227760
2032-09-12,279300
2032-09-13,93030
2032-09-14,58526
2032-09-15,128220
2032-09-16,41040
2032-09-17,327375
2032-09-18,41776
2032-09-19,14763
2032-09-20,45720
2032-09-21,242597
2032-09-22,8673
2032-09-23,130845
2032-09-24,6205
2032-09-25,164217
2032-09-26,197985
2032-09-27,139978
2032-09-28,351450
2032-09-29,123062
2032-09-30,168192
2032-10-01,68050
2032-10-02,92720
2032-10-03,82194
2032-10-04,27570
2032-10-05,204592
2032-10-06,136439
2032-10-07,85932
2032-10-08,171912
2032-10-09,56445
2032-10-10,81339
2032-10-11,90551
2032-10-12,272325
2032-10-13,137872
2032-10-14,369072
2032-10-15,108882
2032-10-16,78760
2032-10-17,143104
2032-10-18,256615
2032-10-19,53682
2032-10-20,180400
2032-10-21,81974
2032-10-22,85386
2032-10-23,296884
2032-10-24,296058
2032-10-25,413026
2032-10-26,179492
2032-10-27,251327
2032-10-28,209064
2032-10-29,28266
2032-10-30,92904
2032-10-31,43940
2032-11-01,109980
2032-11-02,36072
2032-11-03,29029
2032-11-04,104121
2032-11-05,128550
2032-11-06,403465
2032-11-07,13890
2032-11-08,20045
2032-11-09,166269
2032-11-10,123625
2032-11-11,64512
2032-11-12,126360
2032-11-13,77963
2032-11-14,171003
2032-11-15,262140
2032-11-16,335637
2032-11-17,224145
2032-11-18,382012
2032-11-19,254431
2032-11-20,176220
2032-11-21,251343
2032-11-22,37998
2032-11-23,70812
2032-11-24,186312
2032-11-25,262626
2032-11-26,81396
2032-11-27,109170
2032-11-28,19404
2032-11-29,27666
2032-11-30,149100
2032-12-01,223182
2032-12-02,317107
2032-12-03,3591
2032-12-04,344100
2032-12-05,147680
2032-12-06,163264
2032-12-07,17952
2032-12-08,237336
2032-12-09,126360
2032-12-10,47700
2032-12-11,123120
2032-12-12,397485
2032-12-13,115661
2032-12-14,160990
2032-12-15,170100
2032-12-16,109655
2032-12-17,360525
2032-12-18,425952
2032-12-19,361109
2032-12-20,260960
2032-12-21,97812
2032-12-22,250445
2032-12-23,2889
2032-12-24,326274
2032-12-25,255840
2032-12-26,215696
2032-12-27,107748
2032-12-28,368140
2032-12-29,28422
2032-12-30,2994
2032-12-31,314622
2033-01-01,3099
2033-01-02,16784
2033-01-03,66418
2033-01-04,183911
2033-01-05,14796
2033-01-06,164106
2033-01-07,389452
2033-01-08,91692
2033-01-09,95013
2033-01-10,284976
2033-01-11,44968
2033-01-12,14300
2033-01-13,52847
2033-01-14,343072
2033-01-15,107070
2033-01-16,241087
2033-01-17,135436
2033-01-18,356895
2033-01-19,77490
2033-01-20,117765
2033-01-21,275964
2033-01-22,419949
2033-01-23,193536
2033-01-24,56016
2033-01-25,163628
2033-01-26,208348
2033-01-27,168252
2033-01-28,42675
2033-01-29,30160
2033-01-30,27075
2033-01-31,75296
2033-02-01,451515
2033-02-02,160291
2033-02-03,21726
2033-02-04,70748
2033-02-05,15404
2033-02-06,5168
2033-02-07,207782
2033-02-08,147232
2033-02-09,194216
2033-02-10,175120
2033-02-11,7762
2033-02-12,303462
2033-02-13,145469
2033-02-14,76823
2033-02-15,30175
2033-02-16,127194
2033-02-17,259845
2033-02-18,157680
2033-02-19,4306
2033-02-20,108256
2033-02-21,2387
2033-02-22,18012
2033-02-23,169534
2033-02-24,162502
2033-02-25,270680
2033-02-26,279905
2033-02-27,382360
2033-02-28,114450
2033-03-01,39347
2033-03-02,135380
2033-03-03,150096
2033-03-04,140868
2033-03-05,57735
2033-03-06,72111
2033-03-07,46813
2033-03-08,31427
2033-03-09,334474
2033-03-10,145860
2033-03-11,27616
2033-03-12,93884
2033-03-13,212496
2033-03-14,105210
2033-03-15,43431
2033-03-16,93173
2033-03-17,225524
2033-03-18,134750
2033-03-19,71832
2033-03-20,26728
2033-03-21,266651
2033-03-22,60367
2033-03-23,20059
2033-03-24,80678
2033-03-25,371093
2033-03-26,101504
2033-03-27,124527
2033-03-28,208604
2033-03-29,208164
2033-03-30,77099
2033-03-31,83141
2033-04-01,144155
2033-04-02,167220
2033-04-03,109800
2033-04-04,6685
2033-04-05,107160
2033-04-06,215757
2033-04-07,322861
2033-04-08,36105
2033-04-09,230450
2033-04-10,164067
2033-04-11,40800
2033-04-12,57379
2033-04-13,50544
2033-04-14,81900
2033-04-15,216864
2033-04-16,249116
2033-04-17,187156
2033-04-18,15768
2033-04-19,16850
2033-04-20,211519
2033-04-21,94817
2033-04-22,20520
2033-04-23,81852
2033-04-24,112840
2033-04-25,205380
2033-04-26,288204
2033-04-27,26422
2033-04-28,56808
2033-04-29,142692
2033-04-30,76680
2033-05-01,84968
2033-05-02,77558
2033-05-03,301636
2033-05-04,32520
2033-05-05,377080
2033-05-06,436632
2033-05-07,46223
2033-05-08,154176
2033-05-09,63945
2033-05-10,91868
2033-05-11,53872
2033-05-12,314104
2033-05-13,12280
2033-05-14,36972
2033-05-15,79212
2033-05-16,221088
2033-05-17,1275
2033-05-18,167526
2033-05-19,172926
2033-05-20,321530
2033-05-21,107160
2033-05-22,15126
2033-05-23,44425
2033-05-24,53144
2033-05-25,134000
2033-05-26,11757
2033-05-27,17160
2033-05-28,431068
2033-05-29,145728
2033-05-30,71840
2033-05-31,128040
2033-06-01,348932
2033-06-02,50139
2033-06-03,75600
2033-06-04,177280
2033-06-05,27256
2033-06-06,9640
2033-06-07,160843
2033-06-08,100566
2033-06-09,189566
2033-06-10,104412
2033-06-11,382044
2033-06-12,147660
2033-06-13,187577
2033-06-14,90516
2033-06-15,59892
2033-06-16,53664
2033-06-17,394145
2033-06-18,124110
2033-06-19,53725
2033-06-20,89096
2033-06-21,87248
2033-06-22,35532
2033-06-23,143582
2033-06-24,102705
2033-06-25,213716
2033-06-26,195208
2033-06-27,60606
2033-06-28,82089
2033-06-29,479952
2033-06-30,93170
2033-07-01,47880
2033-07-02,37456
2033-07-03,274330
2033-07-04,363832
2033-07-05,136704
2033-07-06,44100
2033-07-07,208794
2033-07-08,286130
2033-07-09,126852
2033-07-10,122026
2033-07-11,78740
2033-07-12,1066
2033-07-13,77787
2033-07-14,172224
2033-07-15,29730
2033-07-16,114075
2033-07-17,131220
2033-07-18,341581
2033-07-19,208911
2033-07-20,98025
2033-07-21,88704
2033-07-22,197980
2033-07-23,101640
2033-07-24,220410
2033-07-25,103719
2033-07-26,316310
2033-07-27,100890
2033-07-28,292932
2033-07-29,228800
2033-07-30,85488
2033-07-31,106800
2033-08-01,244086
2033-08-02,138852
2033-08-03,196011
2033-08-04,158844
2033-08-05,192321
2033-08-06,39312
2033-08-07,251923
2033-08-08,77022
2033-08-09,162214
2033-08-10,217558
2033-08-11,312069
2033-08-12,53508
2033-08-13,285601
2033-08-14,310800
2033-08-15,30450
2033-08-16,287625
2033-08-17,44000
2033-08-18,81055
2033-08-19,83979
2033-08-20,87720
2033-08-21,66424
2033-08-22,47124
2033-08-23,114072
2033-08-24,36570
2033-08-25,217248
2033-08-26,119232
2033-08-27,141610
2033-08-28,82616
2033-08-29,112100
2033-08-30,115869
2033-08-31,172512
2033-09-01,93030
2033-09-02,185328
2033-09-03,346080
2033-09-04,34424
2033-09-05,36560
2033-09-06,2906
2033-09-07,98285
2033-09-08,80920
2033-09-09,159696
2033-09-10,105750
2033-09-11,213098
2033-09-12,124943
2033-09-13,66120
2033-09-14,319865
2033-09-15,51048
2033-09-16,49134
2033-09-17,167008
2033-09-18,71032
2033-09-19,468607
2033-09-20,20380
2033-09-21,259610
2033-09-22,69600
2033-09-23,12278
2033-09-24,10475
2033-09-25,71016
2033-09-26,129050
2033-09-27,345865
2033-09-28,114150
2033-09-29,279360
2033-09-30,40326
2033-10-01,346630
2033-10-02,270774
2033-10-03,209304
2033-10-04,64260
2033-10-05,192027
2033-10-06,343602
2033-10-07,13416
2033-10-08,327180
2033-10-09,66690
2033-10-10,15130
2033-10-11,268395
2033-10-12,67222
2033-10-13,8088
2033-10-14,17775
2033-10-15,93150
2033-10-16,346400
2033-10-17,198720
2033-10-18,163785
2033-10-19,14280
2033-10-20,83496
2033-10-21,167904
2033-10-22,106299
2033-10-23,63740
2033-10-24,72513
2033-10-25,211992
2033-10-26,86141
2033-10-27,199134
2033-10-28,164788
2033-10-29,113828
2033-10-30,272044
2033-10-31,427289
2033-11-01,450996
2033-11-02,30294
2033-11-03,150811
2033-11-04,51987
2033-11-05,212597
2033-11-06,84767
2033-11-07,157544
2033-11-08,77000
2033-11-09,370576
2033-11-10,41565
2033-11-11,59556
2033-11-12,350454
2033-11-13,137680
2033-11-14,397148
2033-11-15,16749
2033-11-16,100746
2033-11-17,68152
2033-11-18,123540
2033-11-19,112369
2033-11-20,195035
2033-11-21,160356
2033-11-22,78858
2033-11-23,26010
2033-11-24,7266
2033-11-25,360192
2033-11-26,139277
2033-11-27,418320
2033-11-28,73623
2033-11-29,220008
2033-11-30,50524
2033-12-01,104189
2033-12-02,52780
2033-12-03,103414
2033-12-04,208416
2033-12-05,60192
2033-12-06,166680
2033-12-07,250650
2033-12-08,34150
2033-12-09,150745
2033-12-10,237104
2033-12-11,123082
2033-12-12,58776
2033-12-13,224160
2033-12-14,469205
2033-12-15,4988
2033-12-16,33541
2033-12-17,101885
2033-12-18,80775
2033-12-19,455905
2033-12-20,84645
2033-12-21,93104
2033-12-22,81984
2033-12-23,312312
2033-12-24,165231
2033-12-25,117576
2033-12-26,38975
2033-12-27,197032
2033-12-28,14373
2033-12-29,170799
2033-12-30,114690
2033-12-31,66766
2034-01-01,101920
2034-01-02,157112
2034-01-03,42921
2034-01-04,165856
2034-01-05,26733
2034-01-06,368631
2034-01-07,45375
2034-01-08,45990
2034-01-09,19448
2034-01-10,225420
2034-01-11,406224
2034-01-12,148995
2034-01-13,156999
2034-01-14,103261
2034-01-15,252846
2034-01-16,308952
2034-01-17,7768
2034-01-18,355802
2034-01-19,40632
2034-01-20,17244
2034-01-21,276858
2034-01-22,306160
2034-01-23,252384
2034-01-24,199683
2034-01-25,85550
2034-01-26,225600
2034-01-27,97248
2034-01-28,34596
2034-01-29,93726
2034-01-30,94364
2034-01-31,86502
2034-02-01,111492
2034-02-02,279927
2034-02-03,53220
2034-02-04,72556
2034-02-05,84448
2034-02-06,157767
2034-02-07,118816
2034-02-08,143640
2034-02-09,196552
2034-02-10,324012
2034-02-11,72025
2034-02-12,99763
2034-02-13,110160
2034-02-14,163366
2034-02-15,415724
2034-02-16,85120
2034-02-17,124852
2034-02-18,163208
2034-02-19,26472
2034-02-20,26220
2034-02-21,135150
2034-02-22,54760
2034-02-23,353175
2034-02-24,78573
2034-02-25,115704
2034-02-26,104342
2034-02-27,284084
2034-02-28,194200
2034-03-01,60200
2034-03-02,195091
2034-03-03,146372
2034-03-04,106880
2034-03-05,136157
2034-03-06,178000
2034-03-07,129444
2034-03-08,72100
2034-03-09,192128
2034-03-10,267000
2034-03-11,212480
2034-03-12,25976
2034-03-13,51808
2034-03-14,110497
2034-03-15,215160
2034-03-16,244090
2034-03-17,224651
2034-03-18,7374
2034-03-19,55340
2034-03-20,37510
2034-03-21,169480
2034-03-22,47273
2034-03-23,5604
2034-03-24,114480
2034-03-25,20585
2034-03-26,46935
2034-03-27,97372
2034-03-28,234416
2034-03-29,334334
2034-03-30,226380
2034-03-31,56922
2034-04-01,13270
2034-04-02,83040
2034-04-03,98592
2034-04-04,200100
2034-04-05,12456
2034-04-06,130272
2034-04-07,242730
2034-04-08,133742
2034-04-09,356448
2034-04-10,222285
2034-04-11,377774
2034-04-12,100602
2034-04-13,126201
2034-04-14,163212
2034-04-15,64920
2034-04-16,79723
2034-04-17,124880
2034-04-18,196846
2034-04-19,146280
2034-04-20,207144
2034-04-21,237168
2034-04-22,154560
2034-04-23,260084
2034-04-24,39950
2034-04-25,115260
2034-04-26,44247
2034-04-27,4195
2034-04-28,324170
2034-04-29,34320
2034-04-30,126126
2034-05-01,59806
2034-05-02,91941
2034-05-03,334553
2034-05-04,272272
2034-05-05,223315
2034-05-06,53312
2034-05-07,127716
2034-05-08,176440
2034-05-09,92649
2034-05-10,58864
2034-05-11,237748
2034-05-12,30996
2034-05-13,124149
2034-05-14,30204
2034-05-15,89661
2034-05-16,100152
2034-05-17,112880
2034-05-18,97422
2034-05-19,8918
2034-05-20,132053
2034-05-21,377300
2034-05-22,356480
2034-05-23,80916
2034-05-24,167496
2034-05-25,56028
2034-05-26,412503
2034-05-27,44172
2034-05-28,265790
2034-05-29,207111
2034-05-30,122595
2034-05-31,91080
2034-06-01,89441
2034-06-02,45711
2034-06-03,21632
2034-06-04,13143
2034-06-05,15368
2034-06-06,167717
2034-06-07,154761
2034-06-08,122199
2034-06-09,42276
2034-06-10,58412
2034-06-11,108982
2034-06-12,32172
2034-06-13,184415
2034-06-14,48256
2034-06-15,211200
2034-06-16,196032
2034-06-17,351120
2034-06-18,374604
2034-06-19,442890
2034-06-20,172688
2034-06-21,8652
2034-06-22,266994
2034-06-23,288810
2034-06-24,137637
2034-06-25,72270
2034-06-26,139100
2034-06-27,81158
